Row,Regex1,Regex2,IsEquivalent,SimilarityScore
1,"^\d{5,8}$","^\d{5,8}$",True,1.0
2,"^[a-zA-Z0-9]{3,9}$","^[a-zA-Z0-9]{3,9}$",True,1.0
3,^\d.*$,^\d.*,True,0.8333333333333334
4,"^([a-zA-Z]+[ ,.!?;:'""…]*){1}[a-zA-Z]+[.!?;:'""…]?$",^\b\w+\b\s+\b\w+\b$,False,0.08163265306122447
5,"^([a-zA-Z]{5,7}[ ,.!?;:'""…]*){4,5}[a-zA-Z]{5,7}[.!?;:'""…]?$","^[a-zA-Z]{5,7}\s[a-zA-Z]{5,7}\s[a-zA-Z]{5,7}\s[a-zA-Z]{5,7}\s{0,1}[a-zA-Z]{5,7}\",False,0.4
6,^[a-zA-Z]{5}$,^\b\w{5}\b$,False,0.23076923076923073
7,^[^\d]*$,^[^\d]*$,True,1.0
8,"^[a-zA-Z0-9]{2,4}$","^[a-zA-Z0-9]{2,4}$",True,1.0
9,"^.{0,6}dfgcslqo$","^.{5,12}dfgcslqo$",False,0.8235294117647058
10,"^([a-zA-Z]+[ ,.!?;:'""…]*){6}[a-zA-Z]+[.!?;:'""…]?$",^[a-zA-Z]+ [a-zA-Z]+ [a-zA-Z]+ [a-zA-Z]+ [a-zA-Z]+ [a-zA-Z]+ [a-zA-Z]+$,False,0.323943661971831
11,^[a-zA-Z]{10}$,^\w{10}$,False,0.4285714285714286
12,"^\d{2,16}$","^\d{2,16}$",True,1.0
13,(2025(04(30|29|28|27|26|25|24))),^\d{4}(1[0-2]|0?[1-9])([0-2][1-9]|[12]\d|3[01])$\s*(?:\b(?:今天| Yesterday|前天)\,False,0.16883116883116878
14,^[^\d]*$,^[^\d]*$,True,1.0
15,.*uwrbqls$,^.+uwrbqls$,False,0.8181818181818181
16,"^([a-zA-Z]+[ ,.!?;:'""…]*){8}[a-zA-Z]+[.!?;:'""…]?$",^[\w\s]{9}$,False,0.12244897959183676
17,"^[a-zA-Z0-9]{1,2}$","^[a-zA-Z0-9]{1,2}$",True,1.0
18,.*[a-zA-Z]$,^[a-zA-Z]+$,False,0.7272727272727273
